2026-01-14 16:57:17.069,31.6
2026-01-14 16:57:17.271,30.5
2026-01-14 16:57:17.472,30.6
2026-01-14 16:57:17.673,30.6
2026-01-14 16:57:17.875,30.6
2026-01-14 16:57:18.076,30.7
2026-01-14 16:57:18.277,30.7
2026-01-14 16:57:18.478,30.8
2026-01-14 16:57:18.680,30.8
2026-01-14 16:57:18.882,30.9
2026-01-14 16:57:19.083,30.9
2026-01-14 16:57:19.284,30.9
2026-01-14 16:57:19.486,31.0
2026-01-14 16:57:19.687,31.0
2026-01-14 16:57:19.889,31.0
2026-01-14 16:57:20.091,31.0
2026-01-14 16:57:20.293,31.0
2026-01-14 16:57:20.494,31.0
2026-01-14 16:57:20.696,31.0
2026-01-14 16:57:20.897,31.0
2026-01-14 16:57:21.098,31.0
2026-01-14 16:57:21.300,31.0
2026-01-14 16:57:21.501,31.0
2026-01-14 16:57:21.703,31.0
2026-01-14 16:57:21.904,30.9
2026-01-14 16:57:22.106,30.9
2026-01-14 16:57:22.307,30.9
2026-01-14 16:57:22.509,30.9
2026-01-14 16:57:22.711,30.8
2026-01-14 16:57:22.912,30.8
2026-01-14 16:57:23.114,30.8
2026-01-14 16:57:23.316,30.8
2026-01-14 16:57:23.517,30.7
2026-01-14 16:57:23.718,30.7
2026-01-14 16:57:23.919,30.7
2026-01-14 16:57:24.122,30.6
2026-01-14 16:57:24.324,30.6
2026-01-14 16:57:24.525,30.5
2026-01-14 16:57:24.726,30.5
2026-01-14 16:57:24.928,30.5
2026-01-14 16:57:25.129,30.5
2026-01-14 16:57:25.331,30.5
2026-01-14 16:57:25.532,30.5
2026-01-14 16:57:25.734,30.6
2026-01-14 16:57:25.935,30.6
2026-01-14 16:57:26.136,30.7
2026-01-14 16:57:26.338,30.7
2026-01-14 16:57:26.539,30.8
2026-01-14 16:57:26.741,30.9
2026-01-14 16:57:26.942,31.0
2026-01-14 16:57:27.143,31.0
2026-01-14 16:57:27.345,31.1
2026-01-14 16:57:27.546,31.1
2026-01-14 16:57:27.748,31.1
2026-01-14 16:57:27.949,31.1
2026-01-14 16:57:28.150,31.1
2026-01-14 16:57:28.352,31.1
2026-01-14 16:57:28.553,31.0
2026-01-14 16:57:28.755,31.0
2026-01-14 16:57:28.957,31.0
